Subject	Experiment	Sex	Age	TrialStartTime	Block	Trial	Target1_Label	Target1_Location	Target2_Label	Target2_Location	Target3_Label	Target3_Location	Target4_Label	Target4_Location	Target5_Label	Target5_Location	Target6_Label	Target6_Location	Best_Label	TargetNum	Best_Location	Best_Payment	Best_Penalty	Best_Mprob	Best_Signal	Covered	Warning	Action	Outcome	Caught
10338588	peSSE-FI	female	43	1524847593750	0	1	R0T1	3	R0T2	2	R0T3	4	R0T4	1	R0T5	6	R0T6	5	R0T1	1	3	5	3	0.41	0.42	0	0	1	5	0
10338588	peSSE-FI	female	43	1524847597038	0	2	R0T1	3	R0T2	2	R0T3	4	R0T4	1	R0T5	6	R0T6	5	R0T5	5	6	5	7	0.27	0.52	0	0	1	5	0
10338588	peSSE-FI	female	43	1524847607416	0	3	R0T1	3	R0T2	2	R0T3	4	R0T4	1	R0T5	6	R0T6	5	R0T3	3	4	7	6	0.41	0.6	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847618098	0	4	R0T1	3	R0T2	2	R0T3	4	R0T4	1	R0T5	6	R0T6	5	R0T4	4	1	8	9	0.37	0.66	0	0	1	8	0
10338588	peSSE-FI	female	43	1524847623510	0	5	R0T1	3	R0T2	2	R0T3	4	R0T4	1	R0T5	6	R0T6	5	R0T2	2	2	8	5	0.48	0.58	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847634220	1	1	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T6	6	5	5	5	0.36	0.56	1	1	1	-5	1
10338588	peSSE-FI	female	43	1524847646550	1	2	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T2	2	6	8	5	0.51	0.65	1	1	1	-5	1
10338588	peSSE-FI	female	43	1524847654260	1	3	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T3	3	4	9	9	0.42	0.72	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847661332	1	4	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T1	1	2	2	1	0.22	0.14	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847665180	1	5	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T1	1	2	2	1	0.22	0.14	1	1	1	-1	1
10338588	peSSE-FI	female	43	1524847671432	1	6	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T6	6	5	5	5	0.36	0.56	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847680218	1	7	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T3	3	4	9	9	0.42	0.72	1	1	1	-9	1
10338588	peSSE-FI	female	43	1524847686764	1	8	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T4	4	1	9	10	0.4	0.74	0	0	1	9	0
10338588	peSSE-FI	female	43	1524847691956	1	9	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T4	4	1	9	10	0.4	0.74	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847696354	1	10	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T1	1	2	2	1	0.22	0.14	0	1	1	2	0
10338588	peSSE-FI	female	43	1524847699930	1	11	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T2	2	6	8	5	0.51	0.65	1	1	1	-5	1
10338588	peSSE-FI	female	43	1524847707776	1	12	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T4	4	1	9	10	0.4	0.74	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847714606	1	13	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T1	1	2	2	1	0.22	0.14	1	1	1	-1	1
10338588	peSSE-FI	female	43	1524847718256	1	14	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T5	5	3	2	6	0.08	0.26	0	1	1	2	0
10338588	peSSE-FI	female	43	1524847723846	1	15	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T6	6	5	5	5	0.36	0.56	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847731540	1	16	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T5	5	3	2	6	0.08	0.26	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847734870	1	17	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T4	4	1	9	10	0.4	0.74	0	0	1	9	0
10338588	peSSE-FI	female	43	1524847743050	1	18	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T6	6	5	5	5	0.36	0.56	0	0	1	5	0
10338588	peSSE-FI	female	43	1524847749762	1	19	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T1	1	2	2	1	0.22	0.14	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847755696	1	20	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T4	4	1	9	10	0.4	0.74	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847762102	1	21	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T5	5	3	2	6	0.08	0.26	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847765470	1	22	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T2	2	6	8	5	0.51	0.65	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847780762	1	23	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T4	4	1	9	10	0.4	0.74	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847785880	1	24	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T6	6	5	5	5	0.36	0.56	0	0	1	5	0
10338588	peSSE-FI	female	43	1524847791930	1	25	R1T1	2	R1T2	6	R1T3	4	R1T4	1	R1T5	3	R1T6	5	R1T1	1	2	2	1	0.22	0.14	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847799704	2	1	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T5	5	3	5	7	0.27	0.52	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847813050	2	2	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T6	6	6	2	4	0.05	0.11	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847815762	2	3	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T3	3	1	7	6	0.41	0.6	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847820592	2	4	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T4	4	5	8	9	0.37	0.66	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847824160	2	5	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T2	2	2	8	5	0.48	0.58	0	0	1	8	0
10338588	peSSE-FI	female	43	1524847827242	2	6	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T1	1	4	5	3	0.41	0.42	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847831978	2	7	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T6	6	6	2	4	0.05	0.11	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847835866	2	8	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T3	3	1	7	6	0.41	0.6	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847840652	2	9	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T2	2	2	8	5	0.48	0.58	0	0	1	8	0
10338588	peSSE-FI	female	43	1524847844346	2	10	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T6	6	6	2	4	0.05	0.11	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847849520	2	11	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T4	4	5	8	9	0.37	0.66	0	0	1	8	0
10338588	peSSE-FI	female	43	1524847854030	2	12	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T2	2	2	8	5	0.48	0.58	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847859522	2	13	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T6	6	6	2	4	0.05	0.11	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847861628	2	14	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T1	1	4	5	3	0.41	0.42	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847866254	2	15	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T5	5	3	5	7	0.27	0.52	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847869792	2	16	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T6	6	6	2	4	0.05	0.11	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847872852	2	17	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T3	3	1	7	6	0.41	0.6	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847878522	2	18	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T2	2	2	8	5	0.48	0.58	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847880884	2	19	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T6	6	6	2	4	0.05	0.11	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847883216	2	20	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T4	4	5	8	9	0.37	0.66	0	0	1	8	0
10338588	peSSE-FI	female	43	1524847888928	2	21	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T6	6	6	2	4	0.05	0.11	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847894392	2	22	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T2	2	2	8	5	0.48	0.58	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847898568	2	23	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T4	4	5	8	9	0.37	0.66	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847901058	2	24	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T6	6	6	2	4	0.05	0.11	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847903980	2	25	R2T1	4	R2T2	2	R2T3	1	R2T4	5	R2T5	3	R2T6	6	R2T3	3	1	7	6	0.41	0.6	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847911414	3	1	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T5	5	6	3	6	0.2	0.5	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847922958	3	2	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T6	6	2	2	2	0.2	0.25	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847925910	3	3	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T2	2	1	9	4	0.6	0.67	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847928630	3	4	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T3	3	4	6	6	0.4	0.67	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847931246	3	5	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T4	4	5	5	8	0.29	0.65	0	0	1	5	0
10338588	peSSE-FI	female	43	1524847933782	3	6	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T1	1	3	3	3	0.3	0.43	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847937506	3	7	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T5	5	6	3	6	0.2	0.5	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847941144	3	8	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T2	2	1	9	4	0.6	0.67	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847944608	3	9	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T6	6	2	2	2	0.2	0.25	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847946832	3	10	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T4	4	5	5	8	0.29	0.65	0	0	1	5	0
10338588	peSSE-FI	female	43	1524847950706	3	11	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T3	3	4	6	6	0.4	0.67	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847955210	3	12	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T6	6	2	2	2	0.2	0.25	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847957556	3	13	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T4	4	5	5	8	0.29	0.65	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847960992	3	14	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T2	2	1	9	4	0.6	0.67	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847964796	3	15	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T5	5	6	3	6	0.2	0.5	1	1	1	-6	1
10338588	peSSE-FI	female	43	1524847968408	3	16	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T6	6	2	2	2	0.2	0.25	0	1	0	0	0
10338588	peSSE-FI	female	43	1524847972128	3	17	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T4	4	5	5	8	0.29	0.65	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847975020	3	18	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T1	1	3	3	3	0.3	0.43	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847977460	3	19	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T6	6	2	2	2	0.2	0.25	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847979888	3	20	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T3	3	4	6	6	0.4	0.67	0	0	1	6	0
10338588	peSSE-FI	female	43	1524847983652	3	21	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T6	6	2	2	2	0.2	0.25	0	0	1	2	0
10338588	peSSE-FI	female	43	1524847988972	3	22	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T4	4	5	5	8	0.29	0.65	1	1	0	0	0
10338588	peSSE-FI	female	43	1524847994944	3	23	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T3	3	4	6	6	0.4	0.67	0	0	1	6	0
10338588	peSSE-FI	female	43	1524847997652	3	24	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T5	5	6	3	6	0.2	0.5	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848002494	3	25	R3T1	3	R3T2	1	R3T3	4	R3T4	5	R3T5	6	R3T6	2	R3T3	3	4	6	6	0.4	0.67	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848004624	4	1	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T6	6	1	3	4	0.23	0.4	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848016022	4	2	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T4	4	2	5	10	0.24	0.63	1	1	0	0	0
10338588	peSSE-FI	female	43	1524848018434	4	3	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T3	3	6	7	7	0.4	0.67	1	1	0	0	0
10338588	peSSE-FI	female	43	1524848020856	4	4	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T1	1	5	4	3	0.37	0.44	0	0	1	4	0
10338588	peSSE-FI	female	43	1524848023252	4	5	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T5	5	4	5	9	0.26	0.63	0	0	1	5	0
10338588	peSSE-FI	female	43	1524848027038	4	6	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T2	2	3	6	3	0.51	0.52	0	0	1	6	0
10338588	peSSE-FI	female	43	1524848030666	4	7	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T4	4	2	5	10	0.24	0.63	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848034778	4	8	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T6	6	1	3	4	0.23	0.4	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848037776	4	9	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T1	1	5	4	3	0.37	0.44	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848039972	4	10	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T3	3	6	7	7	0.4	0.67	1	1	0	0	0
10338588	peSSE-FI	female	43	1524848042840	4	11	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T5	5	4	5	9	0.26	0.63	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848045350	4	12	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T6	6	1	3	4	0.23	0.4	1	1	0	0	0
10338588	peSSE-FI	female	43	1524848047924	4	13	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T2	2	3	6	3	0.51	0.52	1	1	0	0	0
10338588	peSSE-FI	female	43	1524848050124	4	14	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T4	4	2	5	10	0.24	0.63	1	1	0	0	0
10338588	peSSE-FI	female	43	1524848052862	4	15	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T1	1	5	4	3	0.37	0.44	1	1	0	0	0
10338588	peSSE-FI	female	43	1524848055136	4	16	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T5	5	4	5	9	0.26	0.63	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848058560	4	17	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T3	3	6	7	7	0.4	0.67	1	1	0	0	0
10338588	peSSE-FI	female	43	1524848061820	4	18	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T6	6	1	3	4	0.23	0.4	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848064916	4	19	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T2	2	3	6	3	0.51	0.52	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848067070	4	20	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T4	4	2	5	10	0.24	0.63	0	1	1	5	0
10338588	peSSE-FI	female	43	1524848072130	4	21	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T5	5	4	5	9	0.26	0.63	0	1	0	0	0
10338588	peSSE-FI	female	43	1524848077970	4	22	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T6	6	1	3	4	0.23	0.4	0	0	1	3	0
10338588	peSSE-FI	female	43	1524848080274	4	23	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T6	6	1	3	4	0.23	0.4	0	0	1	3	0
10338588	peSSE-FI	female	43	1524848083990	4	24	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T6	6	1	3	4	0.23	0.4	1	1	0	0	0
10338588	peSSE-FI	female	43	1524848087882	4	25	R4T1	5	R4T2	3	R4T3	6	R4T4	2	R4T5	4	R4T6	1	R4T4	4	2	5	10	0.24	0.63	1	1	0	0	0
14280718	peSSE-FI	female	28	1524846452895	0	1	R0T1	2	R0T2	5	R0T3	3	R0T4	6	R0T5	4	R0T6	1	R0T5	5	4	5	7	0.27	0.52	1	1	1	-7	1
14280718	peSSE-FI	female	28	1524846464615	0	2	R0T1	2	R0T2	5	R0T3	3	R0T4	6	R0T5	4	R0T6	1	R0T6	6	1	2	4	0.05	0.11	0	1	1	2	0
14280718	peSSE-FI	female	28	1524846474281	0	3	R0T1	2	R0T2	5	R0T3	3	R0T4	6	R0T5	4	R0T6	1	R0T3	3	3	7	6	0.41	0.6	1	1	1	-6	1
14280718	peSSE-FI	female	28	1524846477022	0	4	R0T1	2	R0T2	5	R0T3	3	R0T4	6	R0T5	4	R0T6	1	R0T2	2	5	8	5	0.48	0.58	0	1	1	8	0
14280718	peSSE-FI	female	28	1524846479798	0	5	R0T1	2	R0T2	5	R0T3	3	R0T4	6	R0T5	4	R0T6	1	R0T4	4	6	8	9	0.37	0.66	0	1	1	8	0
14280718	peSSE-FI	female	28	1524846486242	1	1	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846494422	1	2	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846498668	1	3	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846502771	1	4	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846505340	1	5	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	1	1	1	-1	1
14280718	peSSE-FI	female	28	1524846507812	1	6	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846510285	1	7	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	1	1	1	-1	1
14280718	peSSE-FI	female	28	1524846512741	1	8	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	1	1	1	-1	1
14280718	peSSE-FI	female	28	1524846515258	1	9	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846521448	1	10	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	1	1	2	0
14280718	peSSE-FI	female	28	1524846524250	1	11	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T6	6	5	5	5	0.36	0.56	1	1	1	-5	1
14280718	peSSE-FI	female	28	1524846534367	1	12	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	1	1	2	0
14280718	peSSE-FI	female	28	1524846537320	1	13	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	1	1	1	-1	1
14280718	peSSE-FI	female	28	1524846540016	1	14	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846542925	1	15	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846545346	1	16	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	1	1	1	-1	1
14280718	peSSE-FI	female	28	1524846549169	1	17	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846552888	1	18	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846555584	1	19	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846558312	1	20	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846561009	1	21	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	1	1	1	-1	1
14280718	peSSE-FI	female	28	1524846563736	1	22	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846566312	1	23	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846568928	1	24	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846571295	1	25	R1T1	6	R1T2	4	R1T3	1	R1T4	3	R1T5	2	R1T6	5	R1T1	1	6	2	1	0.22	0.14	1	1	1	-1	1
14280718	peSSE-FI	female	28	1524846573525	2	1	R2T1	5	R2T2	1	R2T3	3	R2T4	4	R2T5	6	R2T6	2	R2T6	6	2	2	4	0.05	0.11	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846585921	2	2	R2T1	5	R2T2	1	R2T3	3	R2T4	4	R2T5	6	R2T6	2	R2T6	6	2	2	4	0.05	0.11	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846588960	2	3	R2T1	5	R2T2	1	R2T3	3	R2T4	4	R2T5	6	R2T6	2	R2T6	6	2	2	4	0.05	0.11	0	0	1	2	0
14280718	peSSE-FI	female	28	1524846591610	2	4	R2T1	5	R2T2	1	R2T3	3	R2T4	4	R2T5	6	R2T6	2	R2T6	6	2	2	4	0.05	0.11	1	1	1	-4	1
